Date,ConsommationGazTotale,ConsommationElectricite,ConsommationTotale,month,day_of_week,is_weekend
2018-03-13,1648186.0,1497877,3146063.0,3,1,0
2018-03-14,1656604.0,1498429,3155033.0,3,2,0
2018-03-15,1620298.0,1487798,3108096.0,3,3,0
2018-03-16,1598914.0,1468485,3067399.0,3,4,0
2018-03-17,1785666.0,1433366,3219032.0,3,5,1
2018-03-18,1989811.0,1480509,3470320.0,3,6,1
2018-03-19,2458555.0,1735130,4193685.0,3,0,0
2018-03-20,2495808.0,1783997,4279805.0,3,1,0
2018-03-21,2431423.0,1759984,4191407.0,3,2,0
2018-03-22,2388214.0,1730157,4118371.0,3,3,0
2018-03-23,2201374.0,1658191,3859565.0,3,4,0
2018-03-24,1843861.0,1448478,3292339.0,3,5,1
2018-03-25,1511177.0,1337854,2849031.0,3,6,1
2018-03-26,1840973.0,1488593,3329566.0,3,0,0
2018-03-27,1915102.0,1539805,3454907.0,3,1,0
2018-03-28,1825319.0,1505506,3330825.0,3,2,0
2018-03-29,1869364.0,1514551,3383915.0,3,3,0
2018-03-30,1739754.0,1515627,3255381.0,3,4,0
2018-03-31,1557505.0,1398123,2955628.0,3,5,1
2018-04-01,1406920.0,1317535,2724455.0,4,6,1
2018-04-02,1329834.0,1289394,2619228.0,4,0,0
2018-04-03,1316141.0,1386724,2702865.0,4,1,0
2018-04-04,1323309.0,1395635,2718944.0,4,2,0
2018-04-05,1453757.0,1406242,2859999.0,4,3,0
2018-04-06,1281904.0,1360642,2642546.0,4,4,0
2018-04-07,976019.0,1166875,2142894.0,4,5,1
2018-04-08,909394.0,1087203,1996597.0,4,6,1
2018-04-09,1153867.0,1269232,2423099.0,4,0,0
2018-04-10,1224844.0,1323551,2548395.0,4,1,0
2018-04-11,1225536.0,1346585,2572121.0,4,2,0
2018-04-12,1271862.0,1344060,2615922.0,4,3,0
2018-04-13,1199549.0,1305197,2504746.0,4,4,0
2018-04-14,986705.0,1165499,2152204.0,4,5,1
2018-04-15,903552.0,1086322,1989874.0,4,6,1
2018-04-16,1046608.0,1230467,2277075.0,4,0,0
2018-04-17,998307.0,1226776,2225083.0,4,1,0
2018-04-18,819005.0,1164000,1983005.0,4,2,0
2018-04-19,756483.0,1135382,1891865.0,4,3,0
2018-04-20,697689.0,1134093,1831782.0,4,4,0
2018-04-21,597771.0,1004327,1602098.0,4,5,1
2018-04-22,566169.0,936426,1502595.0,4,6,1
2018-04-23,701141.0,1089863,1791004.0,4,0,0
2018-04-24,763784.0,1124290,1888074.0,4,1,0
2018-04-25,792572.0,1144843,1937415.0,4,2,0
2018-04-26,868975.0,1165586,2034561.0,4,3,0
2018-04-27,871343.0,1166582,2037925.0,4,4,0
2018-04-28,788139.0,1046654,1834793.0,4,5,1
2018-04-29,845074.0,1028098,1873172.0,4,6,1
2018-04-30,1101436.0,1213153,2314589.0,4,0,0
2018-05-01,1027322.0,1099782,2127104.0,5,1,0
2018-05-02,1078366.0,1256661,2335027.0,5,2,0
2018-05-03,1026120.0,1243144,2269264.0,5,3,0
2018-05-04,937643.0,1207432,2145075.0,5,4,0
2018-05-05,713695.0,1050904,1764599.0,5,5,1
2018-05-06,590992.0,954342,1545334.0,5,6,1
2018-05-07,594030.0,1057523,1651553.0,5,0,0
2018-05-08,575098.0,979781,1554879.0,5,1,0
2018-05-09,622601.0,1054536,1677137.0,5,2,0
2018-05-10,626637.0,986555,1613192.0,5,3,0
2018-05-11,676568.0,1059332,1735900.0,5,4,0
2018-05-12,619345.0,1006192,1625537.0,5,5,1
2018-05-13,726377.0,997492,1723869.0,5,6,1
2018-05-14,925916.0,1210679,2136595.0,5,0,0
2018-05-15,898371.0,1224595,2122966.0,5,1,0
2018-05-16,829595.0,1190329,2019924.0,5,2,0
2018-05-17,818925.0,1177801,1996726.0,5,3,0
2018-05-18,767623.0,1149376,1916999.0,5,4,0
2018-05-19,652568.0,1017123,1669691.0,5,5,1
2018-05-20,587207.0,944250,1531457.0,5,6,1
2018-05-21,572400.0,976915,1549315.0,5,0,0
2018-05-22,653509.0,1117432,1770941.0,5,1,0
2018-05-23,696464.0,1129054,1825518.0,5,2,0
2018-05-24,671424.0,1134944,1806368.0,5,3,0
2018-05-25,645165.0,1133529,1778694.0,5,4,0
2018-05-26,536170.0,999629,1535799.0,5,5,1
2018-05-27,494746.0,933556,1428302.0,5,6,1
2018-05-28,614731.0,1100825,1715556.0,5,0,0
2018-05-29,638361.0,1122290,1760651.0,5,1,0
2018-05-30,669265.0,1135959,1805224.0,5,2,0
2018-05-31,633645.0,1136216,1769861.0,5,3,0
2018-06-01,609924.0,1121571,1731495.0,6,4,0
2018-06-02,525851.0,988918,1514769.0,6,5,1
2018-06-03,493696.0,923911,1417607.0,6,6,1
2018-06-04,607090.0,1101585,1708675.0,6,0,0
2018-06-05,644301.0,1130785,1775086.0,6,1,0
2018-06-06,666814.0,1137263,1804077.0,6,2,0
2018-06-07,671713.0,1130408,1802121.0,6,3,0
2018-06-08,656451.0,1121189,1777640.0,6,4,0
2018-06-09,509657.0,1000634,1510291.0,6,5,1
2018-06-10,483973.0,936969,1420942.0,6,6,1
2018-06-11,627087.0,1109478,1736565.0,6,0,0
2018-06-12,659234.0,1122827,1782061.0,6,1,0
2018-06-13,666555.0,1117416,1783971.0,6,2,0
2018-06-14,647610.0,1127641,1775251.0,6,3,0
2018-06-15,641676.0,1120655,1762331.0,6,4,0
2018-06-16,525010.0,991483,1516493.0,6,5,1
2018-06-17,497528.0,922543,1420071.0,6,6,1
2018-06-18,605601.0,1094250,1699851.0,6,0,0
2018-06-19,662138.0,1137870,1800008.0,6,1,0
2018-06-20,643126.0,1159537,1802663.0,6,2,0
2018-06-21,624102.0,1149633,1773735.0,6,3,0
2018-06-22,623997.0,1109908,1733905.0,6,4,0
2018-06-23,549516.0,982976,1532492.0,6,5,1
2018-06-24,522095.0,925722,1447817.0,6,6,1
2018-06-25,654924.0,1103057,1757981.0,6,0,0
2018-06-26,674746.0,1144490,1819236.0,6,1,0
2018-06-27,660756.0,1153059,1813815.0,6,2,0
2018-06-28,666868.0,1154495,1821363.0,6,3,0
2018-06-29,626076.0,1151316,1777392.0,6,4,0
2018-06-30,532606.0,1043539,1576145.0,6,5,1
2018-07-01,477130.0,978375,1455505.0,7,6,1
2018-07-02,666789.0,1147371,1814160.0,7,0,0
2018-07-03,738882.0,1182800,1921682.0,7,1,0
2018-07-04,758000.0,1181666,1939666.0,7,2,0
2018-07-05,752654.0,1158912,1911566.0,7,3,0
2018-07-06,718216.0,1145089,1863305.0,7,4,0
2018-07-07,534299.0,1029436,1563735.0,7,5,1
2018-07-08,492587.0,970300,1462887.0,7,6,1
2018-07-09,668631.0,1146147,1814778.0,7,0,0
2018-07-10,714378.0,1171147,1885525.0,7,1,0
2018-07-11,718727.0,1159212,1877939.0,7,2,0
2018-07-12,717827.0,1165618,1883445.0,7,3,0
2018-07-13,690965.0,1163063,1854028.0,7,4,0
2018-07-14,539315.0,1014535,1553850.0,7,5,1
2018-07-15,492375.0,963718,1456093.0,7,6,1
2018-07-16,665693.0,1120546,1786239.0,7,0,0
2018-07-17,699064.0,1156244,1855308.0,7,1,0
2018-07-18,666066.0,1167853,1833919.0,7,2,0
2018-07-19,665101.0,1175665,1840766.0,7,3,0
2018-07-20,700203.0,1148935,1849138.0,7,4,0
2018-07-21,538798.0,1005887,1544685.0,7,5,1
2018-07-22,499954.0,945487,1445441.0,7,6,1
2018-07-23,680732.0,1126276,1807008.0,7,0,0
2018-07-24,728249.0,1170728,1898977.0,7,1,0
2018-07-25,711677.0,1187400,1899077.0,7,2,0
2018-07-26,699053.0,1197123,1896176.0,7,3,0
2018-07-27,671061.0,1171777,1842838.0,7,4,0
2018-07-28,487408.0,1014626,1502034.0,7,5,1
2018-07-29,459135.0,952333,1411468.0,7,6,1
2018-07-30,620105.0,1103652,1723757.0,7,0,0
2018-07-31,649948.0,1139642,1789590.0,7,1,0
2018-08-01,644647.0,1142051,1786698.0,8,2,0
2018-08-02,640037.0,1149891,1789928.0,8,3,0
2018-08-03,614841.0,1144955,1759796.0,8,4,0
2018-08-04,503818.0,1037412,1541230.0,8,5,1
2018-08-05,455403.0,972545,1427948.0,8,6,1
2018-08-06,577849.0,1087328,1665177.0,8,0,0
2018-08-07,591672.0,1100933,1692605.0,8,1,0
2018-08-08,578975.0,1070829,1649804.0,8,2,0
2018-08-09,560652.0,1038714,1599366.0,8,3,0
2018-08-10,524710.0,1010002,1534712.0,8,4,0
2018-08-11,468644.0,936295,1404939.0,8,5,1
2018-08-12,430118.0,887095,1317213.0,8,6,1
2018-08-13,564695.0,985437,1550132.0,8,0,0
2018-08-14,574812.0,1001254,1576066.0,8,1,0
2018-08-15,523810.0,929751,1453561.0,8,2,0
2018-08-16,573479.0,1016597,1590076.0,8,3,0
2018-08-17,589271.0,1012712,1601983.0,8,4,0
2018-08-18,489469.0,943900,1433369.0,8,5,1
2018-08-19,444405.0,906556,1350961.0,8,6,1
2018-08-20,595962.0,1049684,1645646.0,8,0,0
2018-08-21,649704.0,1091341,1741045.0,8,1,0
2018-08-22,646658.0,1104507,1751165.0,8,2,0
2018-08-23,638464.0,1102271,1740735.0,8,3,0
2018-08-24,646309.0,1071215,1717524.0,8,4,0
2018-08-25,574877.0,959589,1534466.0,8,5,1
2018-08-26,508507.0,905588,1414095.0,8,6,1
2018-08-27,650064.0,1071784,1721848.0,8,0,0
2018-08-28,731407.0,1120181,1851588.0,8,1,0
2018-08-29,744206.0,1123441,1867647.0,8,2,0
2018-08-30,763553.0,1118790,1882343.0,8,3,0
2018-08-31,741969.0,1108227,1850196.0,8,4,0
2018-09-01,606026.0,987252,1593278.0,9,5,1
2018-09-02,538942.0,931372,1470314.0,9,6,1
2018-09-03,744932.0,1093625,1838557.0,9,0,0
2018-09-04,770258.0,1131896,1902154.0,9,1,0
2018-09-05,780054.0,1140282,1920336.0,9,2,0
2018-09-06,782926.0,1137780,1920706.0,9,3,0
2018-09-07,737779.0,1122842,1860621.0,9,4,0
2018-09-08,571144.0,993360,1564504.0,9,5,1
2018-09-09,522880.0,938995,1461875.0,9,6,1
2018-09-10,714199.0,1107543,1821742.0,9,0,0
2018-09-11,737842.0,1147889,1885731.0,9,1,0
2018-09-12,742752.0,1153185,1895937.0,9,2,0
2018-09-13,759264.0,1149664,1908928.0,9,3,0
2018-09-14,770699.0,1128427,1899126.0,9,4,0
2018-09-15,608066.0,999711,1607777.0,9,5,1
2018-09-16,552452.0,942146,1494598.0,9,6,1
2018-09-17,766292.0,1114833,1881125.0,9,0,0
2018-09-18,742054.0,1141257,1883311.0,9,1,0
2018-09-19,731023.0,1148377,1879400.0,9,2,0
2018-09-20,756477.0,1147072,1903549.0,9,3,0
2018-09-21,730438.0,1131974,1862412.0,9,4,0
2018-09-22,668487.0,998066,1666553.0,9,5,1
2018-09-23,585117.0,956519,1541636.0,9,6,1
2018-09-24,798259.0,1114738,1912997.0,9,0,0
2018-09-25,866969.0,1153477,2020446.0,9,1,0
2018-09-26,899309.0,1167224,2066533.0,9,2,0
2018-09-27,871638.0,1163549,2035187.0,9,3,0
2018-09-28,814609.0,1141731,1956340.0,9,4,0
2018-09-29,746167.0,1021876,1768043.0,9,5,1
2018-09-30,722240.0,977938,1700178.0,9,6,1
2018-10-01,964828.0,1154074,2118902.0,10,0,0
2018-10-02,1082004.0,1215655,2297659.0,10,1,0
2018-10-03,1037474.0,1197812,2235286.0,10,2,0
2018-10-04,1040141.0,1184481,2224622.0,10,3,0
2018-10-05,990602.0,1166236,2156838.0,10,4,0
2018-10-06,753603.0,1025224,1778827.0,10,5,1
2018-10-07,762185.0,988549,1750734.0,10,6,1
2018-10-08,1040646.0,1164669,2205315.0,10,0,0
2018-10-09,1053982.0,1183719,2237701.0,10,1,0
2018-10-10,1029105.0,1175741,2204846.0,10,2,0
2018-10-11,955576.0,1165262,2120838.0,10,3,0
2018-10-12,937833.0,1149956,2087789.0,10,4,0
2018-10-13,743551.0,1014360,1757911.0,10,5,1
2018-10-14,628532.0,958319,1586851.0,10,6,1
2018-10-15,888022.0,1124381,2012403.0,10,0,0
2018-10-16,979580.0,1157889,2137469.0,10,1,0
2018-10-17,1014569.0,1168032,2182601.0,10,2,0
2018-10-18,1021876.0,1168471,2190347.0,10,3,0
2018-10-19,1051902.0,1164417,2216319.0,10,4,0
2018-10-20,1002755.0,1048135,2050890.0,10,5,1
2018-10-21,877996.0,1009909,1887905.0,10,6,1
2018-10-22,1161855.0,1200807,2362662.0,10,0,0
2018-10-23,1293620.0,1257531,2551151.0,10,1,0
2018-10-24,1258614.0,1258655,2517269.0,10,2,0
2018-10-25,1249127.0,1240867,2489994.0,10,3,0
2018-10-26,1379481.0,1270459,2649940.0,10,4,0
2018-10-27,1492930.0,1216969,2709899.0,10,5,1
2018-10-28,1548067.0,1264361,2812428.0,10,6,1
2018-10-29,1939149.0,1522266,3461415.0,10,0,0
2018-10-30,1935922.0,1541273,3477195.0,10,1,0
2018-10-31,1859060.0,1497590,3356650.0,10,2,0
2018-11-01,1575509.0,1291163,2866672.0,11,3,0
2018-11-02,1728778.0,1359573,3088351.0,11,4,0
2018-11-03,1788282.0,1341686,3129968.0,11,5,1
2018-11-04,1679909.0,1275086,2954995.0,11,6,1
2018-11-05,1642716.0,1373968,3016684.0,11,0,0
2018-11-06,1585433.0,1371524,2956957.0,11,1,0
2018-11-07,1659078.0,1412052,3071130.0,11,2,0
2018-11-08,1770966.0,1432267,3203233.0,11,3,0
2018-11-09,1682021.0,1401855,3083876.0,11,4,0
2018-11-10,1342576.0,1250142,2592718.0,11,5,1
2018-11-11,1246622.0,1173200,2419822.0,11,6,1
2018-11-12,1516095.0,1330729,2846824.0,11,0,0
2018-11-13,1586657.0,1359441,2946098.0,11,1,0
2018-11-14,1698557.0,1393091,3091648.0,11,2,0
2018-11-15,1722741.0,1398171,3120912.0,11,3,0
2018-11-16,1819534.0,1420671,3240205.0,11,4,0
2018-11-17,1733616.0,1351297,3084913.0,11,5,1
2018-11-18,1793652.0,1360969,3154621.0,11,6,1
2018-11-19,2324723.0,1642506,3967229.0,11,0,0
2018-11-20,2452610.0,1722913,4175523.0,11,1,0
2018-11-21,2462665.0,1723042,4185707.0,11,2,0
2018-11-22,2365305.0,1691234,4056539.0,11,3,0
2018-11-23,2239381.0,1641663,3881044.0,11,4,0
2018-11-24,1961672.0,1449476,3411148.0,11,5,1
2018-11-25,1933559.0,1416809,3350368.0,11,6,1
2018-11-26,2218256.0,1611903,3830159.0,11,0,0
2018-11-27,2234883.0,1646904,3881787.0,11,1,0
2018-11-28,2070127.0,1599079,3669206.0,11,2,0
2018-11-29,1913939.0,1542763,3456702.0,11,3,0
2018-11-30,1880308.0,1514616,3394924.0,11,4,0
2018-12-01,1819444.0,1407019,3226463.0,12,5,1
2018-12-02,1408476.0,1300682,2709158.0,12,6,1
2018-12-03,1571052.0,1410846,2981898.0,12,0,0
2018-12-04,1732323.0,1436695,3169018.0,12,1,0
2018-12-05,1830783.0,1482955,3313738.0,12,2,0
2018-12-06,1716741.0,1453324,3170065.0,12,3,0
2018-12-07,1664598.0,1457752,3122350.0,12,4,0
2018-12-08,1605062.0,1391602,2996664.0,12,5,1
2018-12-09,1560795.0,1329564,2890359.0,12,6,1
2018-12-10,1996170.0,1534162,3530332.0,12,0,0
2018-12-11,2243200.0,1637436,3880636.0,12,1,0
2018-12-12,2485139.0,1722125,4207264.0,12,2,0
2018-12-13,2595919.0,1801008,4396927.0,12,3,0
2018-12-14,2703237.0,1829770,4533007.0,12,4,0
2018-12-15,2543769.0,1722030,4265799.0,12,5,1
2018-12-16,2116466.0,1564506,3680972.0,12,6,1
2018-12-17,2262208.0,1659317,3921525.0,12,0,0
2018-12-18,2299369.0,1697326,3996695.0,12,1,0
2018-12-19,2112603.0,1634796,3747399.0,12,2,0
2018-12-20,2073089.0,1618034,3691123.0,12,3,0
2018-12-21,1765586.0,1541948,3307534.0,12,4,0
2018-12-22,1476462.0,1341541,2818003.0,12,5,1
2018-12-23,1398437.0,1275820,2674257.0,12,6,1
2018-12-24,1488990.0,1302832,2791822.0,12,0,0
2018-12-25,1722624.0,1308604,3031228.0,12,1,0
2018-12-26,2102944.0,1563068,3666012.0,12,2,0
2018-12-27,2332854.0,1649963,3982817.0,12,3,0
2018-12-28,2323347.0,1641019,3964366.0,12,4,0
2018-12-29,2025219.0,1566879,3592098.0,12,5,1
2018-12-30,1838465.0,1477533,3315998.0,12,6,1
2018-12-31,1895541.0,1497406,3392947.0,12,0,0
2019-01-01,1714025.0,1402882,3116907.0,1,1,0
2019-01-02,2145146.0,1584944,3730090.0,1,2,0
2019-01-03,2414428.0,1737004,4151432.0,1,3,0
2019-01-04,2514816.0,1800018,4314834.0,1,4,0
2019-01-05,2385604.0,1692911,4078515.0,1,5,1
2019-01-06,2276394.0,1624626,3901020.0,1,6,1
2019-01-07,2392370.0,1763684,4156054.0,1,0,0
2019-01-08,2286103.0,1739953,4026056.0,1,1,0
2019-01-09,2444868.0,1777107,4221975.0,1,2,0
2019-01-10,2635008.0,1859246,4494254.0,1,3,0
2019-01-11,2548468.0,1836967,4385435.0,1,4,0
2019-01-12,2173551.0,1645919,3819470.0,1,5,1
2019-01-13,1788010.0,1493136,3281146.0,1,6,1
2019-01-14,2106197.0,1632432,3738629.0,1,0,0
2019-01-15,2253727.0,1693602,3947329.0,1,1,0
2019-01-16,2355534.0,1750385,4105919.0,1,2,0
2019-01-17,2295306.0,1712451,4007757.0,1,3,0
2019-01-18,2542901.0,1799089,4341990.0,1,4,0
2019-01-19,2469032.0,1693532,4162564.0,1,5,1
2019-01-20,2361141.0,1614172,3975313.0,1,6,1
2019-01-21,2706055.0,1841580,4547635.0,1,0,0
2019-01-22,2767382.0,1904823,4672205.0,1,1,0
2019-01-23,2721698.0,1886992,4608690.0,1,2,0
2019-01-24,2792409.0,1927066,4719475.0,1,3,0
2019-01-25,2627847.0,1860510,4488357.0,1,4,0
2019-01-26,2168425.0,1621100,3789525.0,1,5,1
2019-01-27,1956529.0,1546179,3502708.0,1,6,1
2019-01-28,2437496.0,1771149,4208645.0,1,0,0
2019-01-29,2601075.0,1839813,4440888.0,1,1,0
2019-01-30,2604766.0,1852720,4457486.0,1,2,0
2019-01-31,2629111.0,1879604,4508715.0,1,3,0
2019-02-01,2366026.0,1775496,4141522.0,2,4,0
2019-02-02,2280066.0,1663139,3943205.0,2,5,1
2019-02-03,2270859.0,1648285,3919144.0,2,6,1
2019-02-04,2665868.0,1875426,4541294.0,2,0,0
2019-02-05,2493896.0,1807427,4301323.0,2,1,0
2019-02-06,2324907.0,1736578,4061485.0,2,2,0
2019-02-07,2159861.0,1692931,3852792.0,2,3,0
2019-02-08,2036067.0,1677451,3713518.0,2,4,0
2019-02-09,1690798.0,1503908,3194706.0,2,5,1
2019-02-10,1700913.0,1447475,3148388.0,2,6,1
2019-02-11,2202388.0,1671793,3874181.0,2,0,0
2019-02-12,2363536.0,1721387,4084923.0,2,1,0
2019-02-13,2370908.0,1723613,4094521.0,2,2,0
2019-02-14,2266922.0,1679959,3946881.0,2,3,0
2019-02-15,2131932.0,1606405,3738337.0,2,4,0
2019-02-16,1770413.0,1445451,3215864.0,2,5,1
2019-02-17,1561557.0,1352149,2913706.0,2,6,1
2019-02-18,1889854.0,1512650,3402504.0,2,0,0
2019-02-19,1966996.0,1551577,3518573.0,2,1,0
2019-02-20,2024335.0,1572386,3596721.0,2,2,0
2019-02-21,1928223.0,1544676,3472899.0,2,3,0
2019-02-22,1845434.0,1491992,3337426.0,2,4,0
2019-02-23,1479632.0,1324484,2804116.0,2,5,1
2019-02-24,1531899.0,1289001,2820900.0,2,6,1
2019-02-25,1805521.0,1450351,3255872.0,2,0,0
2019-02-26,1759943.0,1435941,3195884.0,2,1,0
2019-02-27,1667281.0,1410517,3077798.0,2,2,0
2019-02-28,1513988.0,1419294,2933282.0,2,3,0
2019-03-01,1677562.0,1423687,3101249.0,3,4,0
2019-03-02,1441218.0,1311880,2753098.0,3,5,1
2019-03-03,1342707.0,1246865,2589572.0,3,6,1
2019-03-04,1589668.0,1443968,3033636.0,3,0,0
2019-03-05,1697591.0,1485783,3183374.0,3,1,0
2019-03-06,1599460.0,1480957,3080417.0,3,2,0
2019-03-07,1594492.0,1465913,3060405.0,3,3,0
2019-03-08,1647426.0,1473430,3120856.0,3,4,0
2019-03-09,1399773.0,1323608,2723381.0,3,5,1
2019-03-10,1321017.0,1229675,2550692.0,3,6,1
2019-03-11,1751833.0,1464690,3216523.0,3,0,0
2019-03-12,1796520.0,1532769,3329289.0,3,1,0
2019-03-13,1776307.0,1541817,3318124.0,3,2,0
2019-03-14,1791608.0,1563219,3354827.0,3,3,0
2019-03-15,1575825.0,1477962,3053787.0,3,4,0
2019-03-16,1347019.0,1284294,2631313.0,3,5,1
2019-03-17,1437681.0,1260708,2698389.0,3,6,1
2019-03-18,1872750.0,1494277,3367027.0,3,0,0
2019-03-19,1960051.0,1508266,3468317.0,3,1,0
2019-03-20,1887554.0,1488789,3376343.0,3,2,0
2019-03-21,1740604.0,1441288,3181892.0,3,3,0
2019-03-22,1659405.0,1385751,3045156.0,3,4,0
2019-03-23,1331196.0,1235374,2566570.0,3,5,1
2019-03-24,1269546.0,1170960,2440506.0,3,6,1
2019-03-25,1570870.0,1367997,2938867.0,3,0,0
2019-03-26,1679011.0,1414433,3093444.0,3,1,0
2019-03-27,1733296.0,1412010,3145306.0,3,2,0
2019-03-28,1707581.0,1385686,3093267.0,3,3,0
2019-03-29,1522584.0,1335930,2858514.0,3,4,0
2019-03-30,1180055.0,1174074,2354129.0,3,5,1
2019-03-31,1075622.0,1109849,2185471.0,3,6,1
2019-04-01,1187717.0,1251387,2439104.0,4,0,0
2019-04-02,1221293.0,1294738,2516031.0,4,1,0
2019-04-03,1646826.0,1413924,3060750.0,4,2,0
2019-04-04,1787792.0,1471856,3259648.0,4,3,0
2019-04-05,1713644.0,1441551,3155195.0,4,4,0
2019-04-06,1351720.0,1294594,2646314.0,4,5,1
2019-04-07,1185853.0,1218429,2404282.0,4,6,1
2019-04-08,1434409.0,1358216,2792625.0,4,0,0
2019-04-09,1407865.0,1357278,2765143.0,4,1,0
2019-04-10,1412896.0,1363820,2776716.0,4,2,0
2019-04-11,1449611.0,1371669,2821280.0,4,3,0
2019-04-12,1623538.0,1373083,2996621.0,4,4,0
2019-04-13,1447068.0,1275521,2722589.0,4,5,1
2019-04-14,1467644.0,1253363,2721007.0,4,6,1
2019-04-15,1577967.0,1378531,2956498.0,4,0,0
2019-04-16,1444694.0,1349650,2794344.0,4,1,0
2019-04-17,1333756.0,1305223,2638979.0,4,2,0
2019-04-18,1084170.0,1236382,2320552.0,4,3,0
2019-04-19,866572.0,1174887,2041459.0,4,4,0
2019-04-20,711117.0,1039048,1750165.0,4,5,1
2019-04-21,659913.0,973094,1633007.0,4,6,1
2019-04-22,672877.0,987099,1659976.0,4,0,0
2019-04-23,764115.0,1148075,1912190.0,4,1,0
2019-04-24,851614.0,1181545,2033159.0,4,2,0
2019-04-25,973703.0,1221581,2195284.0,4,3,0
2019-04-26,1090539.0,1230017,2320556.0,4,4,0
2019-04-27,985637.0,1123637,2109274.0,4,5,1
2019-04-28,1073244.0,1112987,2186231.0,4,6,1
2019-04-29,1271895.0,1252570,2524465.0,4,0,0
2019-04-30,1219136.0,1230350,2449486.0,4,1,0
2019-05-01,876318.0,1031674,1907992.0,5,2,0
2019-05-02,1069867.0,1195169,2265036.0,5,3,0
2019-05-03,1185068.0,1226709,2411777.0,5,4,0
2019-05-04,1149923.0,1167882,2317805.0,5,5,1
2019-05-05,1233607.0,1174544,2408151.0,5,6,1
2019-05-06,1454000.0,1323437,2777437.0,5,0,0
2019-05-07,1317247.0,1289262,2606509.0,5,1,0
2019-05-08,1065623.0,1137003,2202626.0,5,2,0
2019-05-09,1230514.0,1251787,2482301.0,5,3,0
2019-05-10,1194990.0,1238249,2433239.0,5,4,0
2019-05-11,934580.0,1100617,2035197.0,5,5,1
2019-05-12,942393.0,1049805,1992198.0,5,6,1
2019-05-13,1122942.0,1197870,2320812.0,5,0,0
2019-05-14,1104726.0,1191665,2296391.0,5,1,0
2019-05-15,1070369.0,1182881,2253250.0,5,2,0
2019-05-16,1059237.0,1181401,2240638.0,5,3,0
2019-05-17,1043368.0,1185889,2229257.0,5,4,0
2019-05-18,821520.0,1071539,1893059.0,5,5,1
2019-05-19,775913.0,1025609,1801522.0,5,6,1
2019-05-20,1007161.0,1180311,2187472.0,5,0,0
2019-05-21,990623.0,1179248,2169871.0,5,1,0
2019-05-22,943373.0,1158955,2102328.0,5,2,0
2019-05-23,897914.0,1143876,2041790.0,5,3,0
2019-05-24,849582.0,1124724,1974306.0,5,4,0
2019-05-25,708670.0,998963,1707633.0,5,5,1
2019-05-26,605966.0,944020,1549986.0,5,6,1
2019-05-27,754890.0,1105409,1860299.0,5,0,0
2019-05-28,862326.0,1140207,2002533.0,5,1,0
2019-05-29,884240.0,1150172,2034412.0,5,2,0
2019-05-30,633761.0,997084,1630845.0,5,3,0
2019-05-31,669739.0,1035739,1705478.0,5,4,0
2019-06-01,559651.0,978664,1538315.0,6,5,1
2019-06-02,510477.0,925613,1436090.0,6,6,1
2019-06-03,730090.0,1086933,1817023.0,6,0,0
2019-06-04,785607.0,1116788,1902395.0,6,1,0
2019-06-05,801982.0,1123579,1925561.0,6,2,0
2019-06-06,776758.0,1120169,1896927.0,6,3,0
2019-06-07,718954.0,1113464,1832418.0,6,4,0
2019-06-08,615119.0,992114,1607233.0,6,5,1
2019-06-09,566142.0,928646,1494788.0,6,6,1
2019-06-10,619096.0,975156,1594252.0,6,0,0
2019-06-11,877519.0,1129420,2006939.0,6,1,0
2019-06-12,919353.0,1149309,2068662.0,6,2,0
2019-06-13,854558.0,1138561,1993119.0,6,3,0
2019-06-14,819878.0,1125486,1945364.0,6,4,0
2019-06-15,585625.0,994420,1580045.0,6,5,1
2019-06-16,538365.0,934717,1473082.0,6,6,1
2019-06-17,711096.0,1097975,1809071.0,6,0,0
2019-06-18,721644.0,1130447,1852091.0,6,1,0
2019-06-19,720193.0,1129152,1849345.0,6,2,0
2019-06-20,754949.0,1121756,1876705.0,6,3,0
2019-06-21,773085.0,1106949,1880034.0,6,4,0
2019-06-22,553417.0,986160,1539577.0,6,5,1
2019-06-23,492374.0,937617,1429991.0,6,6,1
2019-06-24,686572.0,1132025,1818597.0,6,0,0
2019-06-25,742636.0,1184822,1927458.0,6,1,0
2019-06-26,713266.0,1207164,1920430.0,6,2,0
2019-06-27,687601.0,1223916,1911517.0,6,3,0
2019-06-28,703016.0,1203957,1906973.0,6,4,0
2019-06-29,559341.0,1085202,1644543.0,6,5,1
2019-06-30,486567.0,1009246,1495813.0,6,6,1
2019-07-01,681898.0,1151537,1833435.0,7,0,0
2019-07-02,742485.0,1165865,1908350.0,7,1,0
2019-07-03,695516.0,1170484,1866000.0,7,2,0
2019-07-04,689044.0,1180124,1869168.0,7,3,0
2019-07-05,702640.0,1187538,1890178.0,7,4,0
2019-07-06,517934.0,1061256,1579190.0,7,5,1
2019-07-07,464213.0,985766,1449979.0,7,6,1
2019-07-08,676869.0,1138825,1815694.0,7,0,0
2019-07-09,740092.0,1137573,1877665.0,7,1,0
2019-07-10,750356.0,1148326,1898682.0,7,2,0
2019-07-11,750659.0,1159044,1909703.0,7,3,0
2019-07-12,741043.0,1151904,1892947.0,7,4,0
2019-07-13,565476.0,1025167,1590643.0,7,5,1
2019-07-14,501272.0,948922,1450194.0,7,6,1
2019-07-15,708665.0,1102635,1811300.0,7,0,0
2019-07-16,765317.0,1143920,1909237.0,7,1,0
