Date,ConsommationGazTotale,ConsommationElectricite,ConsommationTotale,month,day_of_week,is_weekend
2012-01-01,1446815.0,1237536,2684351.0,1,6,1
2012-01-02,1791945.0,1453549,3245494.0,1,0,0
2012-01-03,2005753.0,1625894,3631647.0,1,1,0
2012-01-04,1997598.0,1632020,3629618.0,1,2,0
2012-01-05,2038430.0,1660291,3698721.0,1,3,0
2012-01-06,2110627.0,1657429,3768056.0,1,4,0
2012-01-07,1914766.0,1516656,3431422.0,1,5,1
2012-01-08,1808600.0,1417014,3225614.0,1,6,1
2012-01-09,2109822.0,1612766,3722588.0,1,0,0
2012-01-10,2101160.0,1645559,3746719.0,1,1,0
2012-01-11,2131675.0,1657171,3788846.0,1,2,0
2012-01-12,2254425.0,1714842,3969267.0,1,3,0
2012-01-13,2295264.0,1706621,4001885.0,1,4,0
2012-01-14,2270743.0,1626951,3897694.0,1,5,1
2012-01-15,2325048.0,1632583,3957631.0,1,6,1
2012-01-16,2702719.0,1833633,4536352.0,1,0,0
2012-01-17,2814341.0,1888233,4702574.0,1,1,0
2012-01-18,2696501.0,1885707,4582208.0,1,2,0
2012-01-19,2265616.0,1754807,4020423.0,1,3,0
2012-01-20,2133057.0,1673721,3806778.0,1,4,0
2012-01-21,1784013.0,1480673,3264686.0,1,5,1
2012-01-22,1728166.0,1383139,3111305.0,1,6,1
2012-01-23,2043900.0,1590381,3634281.0,1,0,0
2012-01-24,2169218.0,1654867,3824085.0,1,1,0
2012-01-25,2099352.0,1636822,3736174.0,1,2,0
2012-01-26,2079116.0,1643285,3722401.0,1,3,0
2012-01-27,2224361.0,1660470,3884831.0,1,4,0
2012-01-28,2149753.0,1564500,3714253.0,1,5,1
2012-01-29,2243547.0,1575080,3818627.0,1,6,1
2012-01-30,2731344.0,1848649,4579993.0,1,0,0
2012-01-31,2892180.0,1875310,4767490.0,1,1,0
2012-02-01,3131931.0,1884017,5015948.0,2,2,0
2012-02-02,3417055.0,1655253,5072308.0,2,3,0
2012-02-03,3520229.0,1605740,5125969.0,2,4,0
2012-02-04,3257606.0,1852281,5109887.0,2,5,1
2012-02-05,3247619.0,1917281,5164900.0,2,6,1
2012-02-06,3379669.0,1664649,5044318.0,2,0,0
2012-02-07,3588525.0,1507923,5096448.0,2,1,0
2012-02-08,3672228.0,1419666,5091894.0,2,2,0
2012-02-09,3570014.0,1497094,5067108.0,2,3,0
2012-02-10,3508878.0,1621624,5130502.0,2,4,0
2012-02-11,3419969.0,1709830,5129799.0,2,5,1
2012-02-12,3326214.0,1930306,5256520.0,2,6,1
2012-02-13,3197811.0,1724973,4922784.0,2,0,0
2012-02-14,2894609.0,1980149,4874758.0,2,1,0
2012-02-15,2680336.0,1900363,4580699.0,2,2,0
2012-02-16,2512468.0,1814833,4327301.0,2,3,0
2012-02-17,2382482.0,1768303,4150785.0,2,4,0
2012-02-18,2166283.0,1581791,3748074.0,2,5,1
2012-02-19,2186698.0,1524005,3710703.0,2,6,1
2012-02-20,2626569.0,1754698,4381267.0,2,0,0
2012-02-21,2676104.0,1805899,4482003.0,2,1,0
2012-02-22,2569788.0,1777746,4347534.0,2,2,0
2012-02-23,2321765.0,1717242,4039007.0,2,3,0
2012-02-24,2062541.0,1605426,3667967.0,2,4,0
2012-02-25,1803688.0,1429949,3233637.0,2,5,1
2012-02-26,1743133.0,1349238,3092371.0,2,6,1
2012-02-27,2120674.0,1579104,3699778.0,2,0,0
2012-02-28,2053005.0,1589112,3642117.0,2,1,0
2012-02-29,1896559.0,1529485,3426044.0,2,2,0
2012-03-01,1820934.0,1506559,3327493.0,3,3,0
2012-03-02,1765541.0,1479352,3244893.0,3,4,0
2012-03-03,1582636.0,1347815,2930451.0,3,5,1
2012-03-04,1596244.0,1308040,2904284.0,3,6,1
2012-03-05,2198251.0,1591323,3789574.0,3,0,0
2012-03-06,2277015.0,1655679,3932694.0,3,1,0
2012-03-07,2322896.0,1675883,3998779.0,3,2,0
2012-03-08,2184717.0,1622767,3807484.0,3,3,0
2012-03-09,2117764.0,1605486,3723250.0,3,4,0
2012-03-10,1700629.0,1417130,3117759.0,3,5,1
2012-03-11,1560598.0,1306255,2866853.0,3,6,1
2012-03-12,1706769.0,1448159,3154928.0,3,0,0
2012-03-13,1662757.0,1442842,3105599.0,3,1,0
2012-03-14,1654879.0,1416826,3071705.0,3,2,0
2012-03-15,1545718.0,1399067,2944785.0,3,3,0
2012-03-16,1400580.0,1360320,2760900.0,3,4,0
2012-03-17,1360799.0,1256945,2617744.0,3,5,1
2012-03-18,1506731.0,1253819,2760550.0,3,6,1
2012-03-19,1864051.0,1474833,3338884.0,3,0,0
2012-03-20,1895565.0,1522034,3417599.0,3,1,0
2012-03-21,1729760.0,1490091,3219851.0,3,2,0
2012-03-22,1463248.0,1414112,2877360.0,3,3,0
2012-03-23,1351522.0,1343606,2695128.0,3,4,0
2012-03-24,1115105.0,1167378,2282483.0,3,5,1
2012-03-25,1094204.0,1078517,2172721.0,3,6,1
2012-03-26,1160356.0,1239092,2399448.0,3,0,0
2012-03-27,1218763.0,1261644,2480407.0,3,1,0
2012-03-28,1172504.0,1253474,2425978.0,3,2,0
2012-03-29,1152381.0,1246242,2398623.0,3,3,0
2012-03-30,1144803.0,1232263,2377066.0,3,4,0
2012-03-31,1186490.0,1129325,2315815.0,3,5,1
2012-04-01,1151109.0,1093124,2244233.0,4,6,1
2012-04-02,1272142.0,1293380,2565522.0,4,0,0
2012-04-03,1250135.0,1329249,2579384.0,4,1,0
2012-04-04,1343747.0,1370711,2714458.0,4,2,0
2012-04-05,1406530.0,1388077,2794607.0,4,3,0
2012-04-06,1294112.0,1350374,2644486.0,4,4,0
2012-04-07,1225333.0,1237990,2463323.0,4,5,1
2012-04-08,1221147.0,1177074,2398221.0,4,6,1
2012-04-09,1234810.0,1192254,2427064.0,4,0,0
2012-04-10,1422687.0,1390605,2813292.0,4,1,0
2012-04-11,1507402.0,1424970,2932372.0,4,2,0
2012-04-12,1518955.0,1413040,2931995.0,4,3,0
2012-04-13,1510076.0,1392314,2902390.0,4,4,0
2012-04-14,1265545.0,1262826,2528371.0,4,5,1
2012-04-15,1359656.0,1243795,2603451.0,4,6,1
2012-04-16,1777088.0,1478835,3255923.0,4,0,0
2012-04-17,1802185.0,1520872,3323057.0,4,1,0
2012-04-18,1649845.0,1489357,3139202.0,4,2,0
2012-04-19,1573587.0,1460124,3033711.0,4,3,0
2012-04-20,1521438.0,1429834,2951272.0,4,4,0
2012-04-21,1292382.0,1274905,2567287.0,4,5,1
2012-04-22,1268891.0,1204181,2473072.0,4,6,1
2012-04-23,1566244.0,1422836,2989080.0,4,0,0
2012-04-24,1576438.0,1452790,3029228.0,4,1,0
2012-04-25,1445075.0,1449123,2894198.0,4,2,0
2012-04-26,1320089.0,1389286,2709375.0,4,3,0
2012-04-27,1264173.0,1338546,2602719.0,4,4,0
2012-04-28,1017915.0,1190205,2208120.0,4,5,1
2012-04-29,913171.0,1095687,2008858.0,4,6,1
2012-04-30,978549.0,1195755,2174304.0,4,0,0
2012-05-01,875789.0,1058444,1934233.0,5,1,0
2012-05-02,1047988.0,1249361,2297349.0,5,2,0
2012-05-03,1010181.0,1252460,2262641.0,5,3,0
2012-05-04,936738.0,1231439,2168177.0,5,4,0
2012-05-05,910916.0,1114408,2025324.0,5,5,1
2012-05-06,918433.0,1056141,1974574.0,5,6,1
2012-05-07,940006.0,1157566,2097572.0,5,0,0
2012-05-08,832943.0,1062904,1895847.0,5,1,0
2012-05-09,846565.0,1206572,2053137.0,5,2,0
2012-05-10,754234.0,1202453,1956687.0,5,3,0
2012-05-11,734335.0,1181151,1915486.0,5,4,0
2012-05-12,714509.0,1041606,1756115.0,5,5,1
2012-05-13,743086.0,977505,1720591.0,5,6,1
2012-05-14,849095.0,1163641,2012736.0,5,0,0
2012-05-15,953133.0,1219990,2173123.0,5,1,0
2012-05-16,1011150.0,1243802,2254952.0,5,2,0
2012-05-17,871509.0,1076176,1947685.0,5,3,0
2012-05-18,807238.0,1121903,1929141.0,5,4,0
2012-05-19,726564.0,1055516,1782080.0,5,5,1
2012-05-20,709058.0,1008714,1717772.0,5,6,1
2012-05-21,925103.0,1237463,2162566.0,5,0,0
2012-05-22,942665.0,1257906,2200571.0,5,1,0
2012-05-23,821414.0,1210625,2032039.0,5,2,0
2012-05-24,722055.0,1188563,1910618.0,5,3,0
2012-05-25,653476.0,1159062,1812538.0,5,4,0
2012-05-26,553245.0,1005152,1558397.0,5,5,1
2012-05-27,524965.0,914750,1439715.0,5,6,1
2012-05-28,540291.0,953054,1493345.0,5,0,0
2012-05-29,624050.0,1126511,1750561.0,5,1,0
2012-05-30,666614.0,1157085,1823699.0,5,2,0
2012-05-31,676267.0,1158745,1835012.0,5,3,0
2012-06-01,689504.0,1143698,1833202.0,6,4,0
2012-06-02,545635.0,1005608,1551243.0,6,5,1
2012-06-03,529463.0,927536,1456999.0,6,6,1
2012-06-04,727876.0,1111898,1839774.0,6,0,0
2012-06-05,781988.0,1157845,1939833.0,6,1,0
2012-06-06,746266.0,1158640,1904906.0,6,2,0
2012-06-07,693342.0,1162925,1856267.0,6,3,0
2012-06-08,696894.0,1135737,1832631.0,6,4,0
2012-06-09,614970.0,998847,1613817.0,6,5,1
2012-06-10,582388.0,945795,1528183.0,6,6,1
2012-06-11,726717.0,1122794,1849511.0,6,0,0
2012-06-12,798878.0,1163664,1962542.0,6,1,0
2012-06-13,816382.0,1170276,1986658.0,6,2,0
2012-06-14,764322.0,1162195,1926517.0,6,3,0
2012-06-15,657792.0,1146373,1804165.0,6,4,0
2012-06-16,595580.0,1011213,1606793.0,6,5,1
2012-06-17,528055.0,930428,1458483.0,6,6,1
2012-06-18,652354.0,1121141,1773495.0,6,0,0
2012-06-19,701037.0,1160203,1861240.0,6,1,0
2012-06-20,714866.0,1161687,1876553.0,6,2,0
2012-06-21,694013.0,1166625,1860638.0,6,3,0
2012-06-22,674727.0,1134418,1809145.0,6,4,0
2012-06-23,564991.0,994583,1559574.0,6,5,1
2012-06-24,534481.0,934240,1468721.0,6,6,1
2012-06-25,641176.0,1132136,1773312.0,6,0,0
2012-06-26,697928.0,1182476,1880404.0,6,1,0
2012-06-27,729462.0,1190709,1920171.0,6,2,0
2012-06-28,697407.0,1200583,1897990.0,6,3,0
2012-06-29,633317.0,1161074,1794391.0,6,4,0
2012-06-30,535088.0,1022080,1557168.0,6,5,1
2012-07-01,514197.0,937711,1451908.0,7,6,1
2012-07-02,644423.0,1118726,1763149.0,7,0,0
2012-07-03,687836.0,1165661,1853497.0,7,1,0
2012-07-04,665600.0,1175815,1841415.0,7,2,0
2012-07-05,688923.0,1173182,1862105.0,7,3,0
2012-07-06,657548.0,1142106,1799654.0,7,4,0
2012-07-07,537325.0,1009705,1547030.0,7,5,1
2012-07-08,519162.0,932009,1451171.0,7,6,1
2012-07-09,603597.0,1121870,1725467.0,7,0,0
2012-07-10,641082.0,1162417,1803499.0,7,1,0
2012-07-11,658822.0,1162822,1821644.0,7,2,0
2012-07-12,674647.0,1169363,1844010.0,7,3,0
2012-07-13,641450.0,1158293,1799743.0,7,4,0
2012-07-14,540546.0,979646,1520192.0,7,5,1
2012-07-15,525108.0,931541,1456649.0,7,6,1
2012-07-16,634673.0,1117600,1752273.0,7,0,0
2012-07-17,631066.0,1165107,1796173.0,7,1,0
2012-07-18,627655.0,1179221,1806876.0,7,2,0
2012-07-19,623325.0,1171297,1794622.0,7,3,0
2012-07-20,609026.0,1148597,1757623.0,7,4,0
2012-07-21,521651.0,1005513,1527164.0,7,5,1
2012-07-22,477882.0,929959,1407841.0,7,6,1
2012-07-23,573462.0,1112953,1686415.0,7,0,0
2012-07-24,602638.0,1160588,1763226.0,7,1,0
2012-07-25,655755.0,1175192,1830947.0,7,2,0
2012-07-26,612737.0,1184744,1797481.0,7,3,0
2012-07-27,555943.0,1149883,1705826.0,7,4,0
2012-07-28,463285.0,998997,1462282.0,7,5,1
2012-07-29,446317.0,914613,1360930.0,7,6,1
2012-07-30,519201.0,1058519,1577720.0,7,0,0
2012-07-31,532464.0,1092957,1625421.0,7,1,0
2012-08-01,556028.0,1096246,1652274.0,8,2,0
2012-08-02,527600.0,1089573,1617173.0,8,3,0
2012-08-03,511305.0,1068182,1579487.0,8,4,0
2012-08-04,453824.0,960613,1414437.0,8,5,1
2012-08-05,407834.0,886878,1294712.0,8,6,1
2012-08-06,475674.0,989226,1464900.0,8,0,0
2012-08-07,494883.0,1007206,1502089.0,8,1,0
2012-08-08,497400.0,1018072,1515472.0,8,2,0
2012-08-09,494899.0,1034510,1529409.0,8,3,0
2012-08-10,495996.0,1036223,1532219.0,8,4,0
2012-08-11,416887.0,955447,1372334.0,8,5,1
2012-08-12,394310.0,890885,1285195.0,8,6,1
2012-08-13,460772.0,1005780,1466552.0,8,0,0
2012-08-14,442995.0,1028846,1471841.0,8,1,0
2012-08-15,432071.0,933999,1366070.0,8,2,0
2012-08-16,499855.0,1016618,1516473.0,8,3,0
2012-08-17,491910.0,1046093,1538003.0,8,4,0
2012-08-18,437699.0,984401,1422100.0,8,5,1
2012-08-19,403913.0,926576,1330489.0,8,6,1
2012-08-20,524442.0,1083186,1607628.0,8,0,0
2012-08-21,613259.0,1123388,1736647.0,8,1,0
2012-08-22,596247.0,1107060,1703307.0,8,2,0
2012-08-23,616687.0,1107964,1724651.0,8,3,0
2012-08-24,595539.0,1099813,1695352.0,8,4,0
2012-08-25,473576.0,982542,1456118.0,8,5,1
2012-08-26,448427.0,897640,1346067.0,8,6,1
2012-08-27,601817.0,1082011,1683828.0,8,0,0
2012-08-28,651349.0,1135737,1787086.0,8,1,0
2012-08-29,666320.0,1147740,1814060.0,8,2,0
2012-08-30,684018.0,1141250,1825268.0,8,3,0
2012-08-31,647303.0,1114940,1762243.0,8,4,0
2012-09-01,548708.0,987035,1535743.0,9,5,1
2012-09-02,486605.0,925578,1412183.0,9,6,1
2012-09-03,658525.0,1116916,1775441.0,9,0,0
2012-09-04,676541.0,1157661,1834202.0,9,1,0
2012-09-05,640380.0,1166303,1806683.0,9,2,0
2012-09-06,674438.0,1166985,1841423.0,9,3,0
2012-09-07,639131.0,1152144,1791275.0,9,4,0
2012-09-08,511422.0,1012558,1523980.0,9,5,1
2012-09-09,469087.0,936626,1405713.0,9,6,1
2012-09-10,652256.0,1132728,1784984.0,9,0,0
2012-09-11,666945.0,1173631,1840576.0,9,1,0
2012-09-12,727052.0,1160251,1887303.0,9,2,0
2012-09-13,739984.0,1153026,1893010.0,9,3,0
2012-09-14,680032.0,1141379,1821411.0,9,4,0
2012-09-15,547898.0,997261,1545159.0,9,5,1
2012-09-16,521709.0,929571,1451280.0,9,6,1
2012-09-17,668993.0,1117600,1786593.0,9,0,0
2012-09-18,704959.0,1157109,1862068.0,9,1,0
2012-09-19,718837.0,1155978,1874815.0,9,2,0
2012-09-20,771568.0,1172903,1944471.0,9,3,0
2012-09-21,733989.0,1175231,1909220.0,9,4,0
2012-09-22,664161.0,1037181,1701342.0,9,5,1
2012-09-23,579215.0,963228,1542443.0,9,6,1
2012-09-24,686702.0,1146151,1832853.0,9,0,0
2012-09-25,783049.0,1193213,1976262.0,9,1,0
2012-09-26,843371.0,1211166,2054537.0,9,2,0
2012-09-27,845427.0,1208376,2053803.0,9,3,0
2012-09-28,836741.0,1183126,2019867.0,9,4,0
2012-09-29,743369.0,1052716,1796085.0,9,5,1
2012-09-30,754653.0,994881,1749534.0,9,6,1
2012-10-01,885957.0,1186954,2072911.0,10,0,0
2012-10-02,908660.0,1212951,2121611.0,10,1,0
2012-10-03,901451.0,1221671,2123122.0,10,2,0
2012-10-04,928541.0,1222551,2151092.0,10,3,0
2012-10-05,854934.0,1192192,2047126.0,10,4,0
2012-10-06,730034.0,1056277,1786311.0,10,5,1
2012-10-07,742346.0,992621,1734967.0,10,6,1
2012-10-08,940907.0,1203511,2144418.0,10,0,0
2012-10-09,924429.0,1220520,2144949.0,10,1,0
2012-10-10,953303.0,1228656,2181959.0,10,2,0
2012-10-11,939424.0,1230963,2170387.0,10,3,0
2012-10-12,947088.0,1209054,2156142.0,10,4,0
2012-10-13,988923.0,1109051,2097974.0,10,5,1
2012-10-14,1029186.0,1085164,2114350.0,10,6,1
2012-10-15,1320569.0,1294324,2614893.0,10,0,0
2012-10-16,1362999.0,1341866,2704865.0,10,1,0
2012-10-17,1261903.0,1324186,2586089.0,10,2,0
2012-10-18,1096583.0,1287582,2384165.0,10,3,0
2012-10-19,989003.0,1252423,2241426.0,10,4,0
2012-10-20,871919.0,1108029,1979948.0,10,5,1
2012-10-21,794172.0,1028481,1822653.0,10,6,1
2012-10-22,915916.0,1199750,2115666.0,10,0,0
2012-10-23,1036173.0,1238498,2274671.0,10,1,0
2012-10-24,1141934.0,1263554,2405488.0,10,2,0
2012-10-25,1201783.0,1284495,2486278.0,10,3,0
2012-10-26,1315954.0,1309575,2625529.0,10,4,0
2012-10-27,1520810.0,1272955,2793765.0,10,5,1
2012-10-28,1626530.0,1301156,2927686.0,10,6,1
2012-10-29,1864798.0,1495721,3360519.0,10,0,0
2012-10-30,1862668.0,1515623,3378291.0,10,1,0
2012-10-31,1787219.0,1500852,3288071.0,10,2,0
2012-11-01,1599845.0,1311759,2911604.0,11,3,0
2012-11-02,1638882.0,1380432,3019314.0,11,4,0
2012-11-03,1469565.0,1277011,2746576.0,11,5,1
2012-11-04,1437787.0,1224556,2662343.0,11,6,1
2012-11-05,1723075.0,1434256,3157331.0,11,0,0
2012-11-06,1876301.0,1511997,3388298.0,11,1,0
2012-11-07,1879151.0,1535403,3414554.0,11,2,0
2012-11-08,1864511.0,1532114,3396625.0,11,3,0
2012-11-09,1848195.0,1507140,3355335.0,11,4,0
2012-11-10,1484193.0,1308177,2792370.0,11,5,1
2012-11-11,1560819.0,1270338,2831157.0,11,6,1
2012-11-12,1972007.0,1518299,3490306.0,11,0,0
2012-11-13,1965938.0,1551455,3517393.0,11,1,0
2012-11-14,2032266.0,1571579,3603845.0,11,2,0
2012-11-15,2071190.0,1571188,3642378.0,11,3,0
2012-11-16,2041246.0,1552791,3594037.0,11,4,0
2012-11-17,1667697.0,1374181,3041878.0,11,5,1
2012-11-18,1555341.0,1285909,2841250.0,11,6,1
2012-11-19,1878731.0,1489142,3367873.0,11,0,0
2012-11-20,1899330.0,1528227,3427557.0,11,1,0
2012-11-21,1916217.0,1553101,3469318.0,11,2,0
2012-11-22,1920932.0,1555751,3476683.0,11,3,0
2012-11-23,1849904.0,1536364,3386268.0,11,4,0
2012-11-24,1564271.0,1353459,2917730.0,11,5,1
2012-11-25,1455561.0,1251594,2707155.0,11,6,1
2012-11-26,1691463.0,1469858,3161321.0,11,0,0
2012-11-27,1979935.0,1559544,3539479.0,11,1,0
2012-11-28,2109850.0,1622934,3732784.0,11,2,0
2012-11-29,2236038.0,1678751,3914789.0,11,3,0
2012-11-30,2406674.0,1718072,4124746.0,11,4,0
2012-12-01,2240156.0,1639128,3879284.0,12,5,1
2012-12-02,2168966.0,1570337,3739303.0,12,6,1
2012-12-03,2342075.0,1719926,4062001.0,12,0,0
2012-12-04,2251129.0,1713047,3964176.0,12,1,0
2012-12-05,2424064.0,1770224,4194288.0,12,2,0
2012-12-06,2611697.0,1834278,4445975.0,12,3,0
2012-12-07,2633372.0,1851732,4485104.0,12,4,0
2012-12-08,2312398.0,1678075,3990473.0,12,5,1
2012-12-09,2264884.0,1628494,3893378.0,12,6,1
2012-12-10,2485582.0,1784808,4270390.0,12,0,0
2012-12-11,2717683.0,1858114,4575797.0,12,1,0
2012-12-12,2977389.0,1911706,4889095.0,12,2,0
2012-12-13,2830533.0,1925872,4756405.0,12,3,0
2012-12-14,2274823.0,1769385,4044208.0,12,4,0
2012-12-15,1838629.0,1507575,3346204.0,12,5,1
2012-12-16,1765694.0,1428789,3194483.0,12,6,1
2012-12-17,1998434.0,1606705,3605139.0,12,0,0
2012-12-18,2088592.0,1639125,3727717.0,12,1,0
2012-12-19,2145647.0,1656946,3802593.0,12,2,0
2012-12-20,2053839.0,1657279,3711118.0,12,3,0
2012-12-21,1887695.0,1580051,3467746.0,12,4,0
2012-12-22,1708086.0,1443975,3152061.0,12,5,1
2012-12-23,1449945.0,1296491,2746436.0,12,6,1
2012-12-24,1493738.0,1327193,2820931.0,12,0,0
2012-12-25,1436937.0,1214071,2651008.0,12,1,0
2012-12-26,1625375.0,1373956,2999331.0,12,2,0
2012-12-27,1664935.0,1422461,3087396.0,12,3,0
2012-12-28,1664058.0,1415829,3079887.0,12,4,0
2012-12-29,1567417.0,1336215,2903632.0,12,5,1
2012-12-30,1619704.0,1323550,2943254.0,12,6,1
2012-12-31,1690179.0,1397005,3087184.0,12,0,0
2013-01-01,1658511.0,1309430,2967941.0,1,1,0
2013-01-02,1947763.0,1546453,3494216.0,1,2,0
2013-01-03,1936286.0,1599661,3535947.0,1,3,0
2013-01-04,1844629.0,1565948,3410577.0,1,4,0
2013-01-05,1732800.0,1443867,3176667.0,1,5,1
2013-01-06,1744093.0,1405076,3149169.0,1,6,1
2013-01-07,2067906.0,1627495,3695401.0,1,0,0
2013-01-08,2221277.0,1714933,3936210.0,1,1,0
2013-01-09,2276972.0,1750696,4027668.0,1,2,0
2013-01-10,2179156.0,1719527,3898683.0,1,3,0
2013-01-11,2182818.0,1680019,3862837.0,1,4,0
2013-01-12,2067482.0,1582573,3650055.0,1,5,1
2013-01-13,2099519.0,1550779,3650298.0,1,6,1
2013-01-14,2616340.0,1826737,4443077.0,1,0,0
2013-01-15,2689870.0,1882823,4572693.0,1,1,0
2013-01-16,2871262.0,1869994,4741256.0,1,2,0
2013-01-17,3092146.0,1813859,4906005.0,1,3,0
2013-01-18,3100174.0,1688104,4788278.0,1,4,0
2013-01-19,2609168.0,1834760,4443928.0,1,5,1
2013-01-20,2487330.0,1736875,4224205.0,1,6,1
2013-01-21,2727935.0,1877311,4605246.0,1,0,0
2013-01-22,2688206.0,1889663,4577869.0,1,1,0
2013-01-23,2686588.0,1876644,4563232.0,1,2,0
2013-01-24,2773627.0,1883758,4657385.0,1,3,0
2013-01-25,2912418.0,1949446,4861864.0,1,4,0
2013-01-26,2487901.0,1783633,4271534.0,1,5,1
2013-01-27,2181278.0,1627260,3808538.0,1,6,1
2013-01-28,2249258.0,1743944,3993202.0,1,0,0
2013-01-29,2032751.0,1712798,3745549.0,1,1,0
2013-01-30,1787994.0,1607660,3395654.0,1,2,0
2013-01-31,1890698.0,1609193,3499891.0,1,3,0
2013-02-01,1837933.0,1585993,3423926.0,2,4,0
2013-02-02,1978115.0,1532810,3510925.0,2,5,1
2013-02-03,2130682.0,1575316,3705998.0,2,6,1
2013-02-04,2090083.0,1685050,3775133.0,2,0,0
2013-02-05,2201303.0,1717254,3918557.0,2,1,0
2013-02-06,2418018.0,1797337,4215355.0,2,2,0
2013-02-07,2559227.0,1847022,4406249.0,2,3,0
2013-02-08,2553174.0,1808786,4361960.0,2,4,0
2013-02-09,2389062.0,1727014,4116076.0,2,5,1
2013-02-10,2327262.0,1668414,3995676.0,2,6,1
2013-02-11,2499759.0,1788377,4288136.0,2,0,0
2013-02-12,2635906.0,1848603,4484509.0,2,1,0
2013-02-13,2692106.0,1853950,4546056.0,2,2,0
2013-02-14,2630885.0,1848160,4479045.0,2,3,0
2013-02-15,2286436.0,1731913,4018349.0,2,4,0
2013-02-16,2096676.0,1592614,3689290.0,2,5,1
2013-02-17,2085136.0,1541121,3626257.0,2,6,1
2013-02-18,2366256.0,1702141,4068397.0,2,0,0
2013-02-19,2402148.0,1749765,4151913.0,2,1,0
2013-02-20,2386541.0,1748123,4134664.0,2,2,0
2013-02-21,2663924.0,1842419,4506343.0,2,3,0
2013-02-22,2850753.0,1896052,4746805.0,2,4,0
2013-02-23,2851357.0,1875858,4727215.0,2,5,1
2013-02-24,2710764.0,1810038,4520802.0,2,6,1
2013-02-25,2881048.0,1924417,4805465.0,2,0,0
2013-02-26,2798562.0,1908485,4707047.0,2,1,0
2013-02-27,2716634.0,1878059,4594693.0,2,2,0
2013-02-28,2595548.0,1839906,4435454.0,2,3,0
2013-03-01,2575051.0,1832122,4407173.0,3,4,0
2013-03-02,2356225.0,1678170,4034395.0,3,5,1
2013-03-03,2163495.0,1559402,3722897.0,3,6,1
2013-03-04,2174293.0,1663201,3837494.0,3,0,0
2013-03-05,1880837.0,1601993,3482830.0,3,1,0
2013-03-06,1727390.0,1545855,3273245.0,3,2,0
2013-03-07,1599831.0,1496091,3095922.0,3,3,0
2013-03-08,1557971.0,1457253,3015224.0,3,4,0
2013-03-09,1435070.0,1312531,2747601.0,3,5,1
2013-03-10,1560135.0,1291516,2851651.0,3,6,1
2013-03-11,2040321.0,1582977,3623298.0,3,0,0
2013-03-12,2449424.0,1730843,4180267.0,3,1,0
2013-03-13,2658680.0,1828924,4487604.0,3,2,0
2013-03-14,2611495.0,1820789,4432284.0,3,3,0
2013-03-15,2520627.0,1809413,4330040.0,3,4,0
2013-03-16,2102599.0,1624025,3726624.0,3,5,1
2013-03-17,1908425.0,1489166,3397591.0,3,6,1
2013-03-18,2231741.0,1678678,3910419.0,3,0,0
2013-03-19,2125487.0,1675182,3800669.0,3,1,0
2013-03-20,2078020.0,1643468,3721488.0,3,2,0
2013-03-21,2038019.0,1630545,3668564.0,3,3,0
2013-03-22,1796310.0,1535813,3332123.0,3,4,0
2013-03-23,1637953.0,1376433,3014386.0,3,5,1
2013-03-24,1735602.0,1353156,3088758.0,3,6,1
2013-03-25,2076234.0,1569487,3645721.0,3,0,0
2013-03-26,2155600.0,1622697,3778297.0,3,1,0
2013-03-27,2111203.0,1631708,3742911.0,3,2,0
2013-03-28,2179031.0,1641348,3820379.0,3,3,0
2013-03-29,2128635.0,1638507,3767142.0,3,4,0
2013-03-30,1840743.0,1503677,3344420.0,3,5,1
2013-03-31,1888338.0,1429805,3318143.0,3,6,1
2013-04-01,1854071.0,1444068,3298139.0,4,0,0
2013-04-02,1953485.0,1590609,3544094.0,4,1,0
2013-04-03,2021197.0,1593639,3614836.0,4,2,0
2013-04-04,2029646.0,1633825,3663471.0,4,3,0
2013-04-05,2038422.0,1639731,3678153.0,4,4,0
2013-04-06,1932247.0,1515506,3447753.0,4,5,1
2013-04-07,1713219.0,1398620,3111839.0,4,6,1
2013-04-08,1844794.0,1540970,3385764.0,4,0,0
2013-04-09,1787322.0,1538024,3325346.0,4,1,0
2013-04-10,1679633.0,1493405,3173038.0,4,2,0
2013-04-11,1452917.0,1437144,2890061.0,4,3,0
2013-04-12,1390885.0,1400219,2791104.0,4,4,0
2013-04-13,1193599.0,1242131,2435730.0,4,5,1
2013-04-14,896389.0,1068689,1965078.0,4,6,1
2013-04-15,966319.0,1199908,2166227.0,4,0,0
2013-04-16,978539.0,1229157,2207696.0,4,1,0
2013-04-17,872351.0,1206997,2079348.0,4,2,0
2013-04-18,884810.0,1197692,2082502.0,4,3,0
2013-04-19,1081568.0,1241976,2323544.0,4,4,0
2013-04-20,1146570.0,1178087,2324657.0,4,5,1
2013-04-21,1075020.0,1116450,2191470.0,4,6,1
2013-04-22,1177756.0,1281984,2459740.0,4,0,0
2013-04-23,1103138.0,1285398,2388536.0,4,1,0
2013-04-24,966364.0,1239932,2206296.0,4,2,0
2013-04-25,840029.0,1196185,2036214.0,4,3,0
2013-04-26,917645.0,1212027,2129672.0,4,4,0
2013-04-27,1111160.0,1170413,2281573.0,4,5,1
2013-04-28,1173471.0,1163853,2337324.0,4,6,1
2013-04-29,1308930.0,1343124,2652054.0,4,0,0
2013-04-30,1257262.0,1347700,2604962.0,4,1,0
2013-05-01,1028229.0,1116392,2144621.0,5,2,0
2013-05-02,1080460.0,1259191,2339651.0,5,3,0
